price,bedrooms,bathrooms,floors,view,sqft_basement,grade_category
575000.0,4,1.75,1.0,0,420,2
808900.0,5,2.5,2.0,0,0,3
992000.0,3,2.25,1.0,0,880,4
335000.0,3,2.5,2.0,0,0,2
1600000.0,5,2.5,2.5,0,0,3
305500.0,3,1.0,1.0,0,0,2
306000.0,2,1.0,1.0,0,0,2
233000.0,2,2.25,2.0,0,0,3
490000.0,3,1.75,1.0,0,0,3
445000.0,4,2.5,2.0,0,0,3
355000.0,3,2.25,1.0,0,700,2
360000.0,2,2.0,1.0,0,0,3
985000.0,3,3.5,2.0,0,0,3
349950.0,2,3.25,2.0,0,260,3
355950.0,4,2.5,1.0,0,740,2
485000.0,5,2.5,2.0,0,0,3
143000.0,3,1.0,1.0,0,0,1
355000.0,3,1.0,1.0,0,0,2
200000.0,5,1.75,1.0,0,0,2
913000.0,4,2.5,2.0,0,0,4
409900.0,2,2.5,2.0,0,0,3
740000.0,5,3.0,1.0,0,1481,3
306000.0,4,2.5,2.0,0,0,2
739900.0,5,2.5,2.0,0,0,3
674250.0,4,2.5,1.0,0,0,3
703000.0,3,2.0,1.5,0,0,3
262000.0,3,1.75,1.0,0,0,2
353000.0,3,2.0,1.0,0,0,2
500000.0,4,2.5,2.0,0,0,3
332000.0,4,2.5,2.0,0,0,3
824000.0,4,2.5,1.0,0,700,3
290000.0,4,2.0,1.0,0,0,2
700000.0,3,2.5,2.0,2,260,3
550000.0,2,1.0,1.0,0,300,2
549000.0,2,1.0,1.5,0,0,2
858000.0,4,2.25,2.0,0,0,3
345000.0,2,1.0,1.0,0,0,2
340000.0,4,1.75,2.5,0,0,3
275000.0,3,2.25,3.0,0,0,2
405000.0,3,1.0,1.0,0,0,2
432500.0,3,2.0,2.0,0,0,2
236500.0,4,1.0,1.5,0,820,1
679000.0,4,1.5,1.5,0,0,3
543000.0,4,2.5,2.0,0,0,3
294000.0,3,1.0,1.0,0,330,2
340500.0,3,1.75,1.0,0,0,2
1012000.0,4,2.5,2.0,0,0,3
335000.0,2,2.0,1.0,0,0,3
425000.0,3,2.0,1.0,0,0,2
353000.0,3,2.5,2.0,0,0,3
540000.0,3,2.5,2.0,0,0,3
640000.0,5,3.5,2.0,0,1150,3
322000.0,3,1.75,1.0,0,530,2
660000.0,4,1.75,1.0,0,250,3
280000.0,6,3.0,2.0,0,0,2
300000.0,6,3.0,2.0,0,0,2
207500.0,3,1.0,1.0,0,0,1
195000.0,3,1.5,1.0,0,0,2
560000.0,4,1.75,1.0,2,690,2
260000.0,3,1.75,1.0,0,0,2
575000.0,3,1.75,1.0,0,0,2
285000.0,3,1.75,1.0,0,920,2
650000.0,3,2.5,2.0,0,0,3
620000.0,3,2.25,1.5,0,560,2
526000.0,3,1.75,1.0,0,480,2
155000.0,2,1.0,1.0,0,0,1
342000.0,4,2.0,1.0,0,450,2
390000.0,3,1.75,1.0,0,0,2
685000.0,3,2.75,2.0,0,150,3
608000.0,4,2.5,2.0,0,0,2
179900.0,2,1.0,1.0,0,0,1
462000.0,3,1.5,1.5,0,300,3
545000.0,4,2.5,2.0,0,0,3
415000.0,3,1.0,1.5,0,0,2
269000.0,3,2.5,2.0,0,0,2
356500.0,4,2.5,2.0,0,0,3
225000.0,3,1.0,1.0,0,0,1
175000.0,2,1.0,1.0,0,0,1
549000.0,5,2.5,2.0,0,0,3
535000.0,3,2.75,2.0,0,0,3
392450.0,4,2.0,1.0,0,1135,2
509000.0,2,2.0,1.0,0,0,3
340000.0,3,2.5,1.0,0,200,2
537000.0,3,2.5,1.0,0,200,2
865000.0,4,3.0,2.0,0,0,4
358000.0,2,1.0,1.0,0,0,2
595000.0,4,2.25,1.5,0,620,2
661000.0,4,2.5,2.0,0,0,3
419950.0,3,2.25,1.0,0,600,2
525000.0,2,1.0,1.0,0,0,2
350000.0,3,2.0,3.0,0,0,2
552500.0,3,2.5,2.0,0,0,3
210000.0,3,1.0,1.0,0,0,1
390000.0,3,2.5,2.0,0,0,3
465000.0,3,2.5,2.0,0,0,2
299900.0,4,2.5,2.0,0,0,2
715000.0,3,3.25,2.0,0,0,3
235000.0,4,2.5,1.0,0,580,2
265000.0,4,1.5,1.0,0,560,2
313000.0,4,2.5,2.0,0,0,3
265000.0,3,2.25,2.0,0,0,2
646000.0,3,2.75,2.0,0,0,3
175000.0,3,1.0,1.0,0,0,2
649000.0,3,2.5,1.0,3,960,4
890000.0,4,2.75,1.0,0,1350,3
612000.0,3,3.0,1.0,0,0,3
330000.0,4,2.5,2.0,0,0,3
493000.0,3,2.25,1.0,0,0,3
499000.0,3,2.5,2.5,0,520,2
530000.0,2,1.5,1.0,2,300,3
267345.0,4,2.25,1.0,0,900,2
275000.0,3,2.5,2.0,0,0,3
439950.0,3,1.75,1.0,0,480,2
455000.0,3,2.25,2.0,0,0,2
690000.0,3,2.5,2.0,0,0,3
212000.0,4,1.75,1.0,0,0,2
231500.0,4,2.25,1.0,0,800,2
1237500.0,4,3.25,2.0,0,0,4
378500.0,3,2.5,2.0,0,0,3
482000.0,4,2.5,2.0,0,0,3
695000.0,2,1.0,1.0,0,0,2
965000.0,4,2.5,2.0,0,0,4
675000.0,3,1.75,1.0,0,590,3
387000.0,3,1.5,1.0,0,0,2
347500.0,4,2.75,2.0,0,0,3
265000.0,3,1.0,1.0,0,0,1
406000.0,3,1.0,1.0,0,0,2
134000.0,2,1.5,2.0,0,0,2
415000.0,3,1.0,2.0,0,200,2
375000.0,3,1.75,1.0,0,0,2
620000.0,4,2.5,2.0,0,0,3
337500.0,5,2.5,2.0,0,0,2
399500.0,3,1.75,2.0,0,0,2
1065000.0,2,1.75,2.0,0,0,3
259000.0,3,2.0,1.0,0,600,2
320000.0,2,1.0,1.0,0,0,2
733000.0,3,2.5,2.0,0,0,3
343000.0,2,1.0,1.0,0,240,2
525000.0,3,2.0,1.0,0,0,2
300000.0,3,1.75,1.0,2,750,1
299000.0,2,1.0,1.0,0,0,1
561000.0,4,2.5,2.0,0,0,3
450000.0,3,1.0,1.5,0,120,2
540000.0,4,2.5,2.0,0,0,3
379000.0,3,2.5,2.0,0,0,3
230000.0,3,1.0,1.0,0,0,2
399950.0,3,2.5,2.0,0,0,3
355000.0,5,2.5,2.0,0,0,3
580000.0,4,2.25,1.0,0,0,3
700000.0,3,2.0,1.5,0,450,2
279900.0,3,1.75,1.0,1,480,2
210000.0,3,1.0,1.0,0,0,1
1165000.0,3,3.0,2.0,0,980,4
606000.0,4,2.5,2.0,0,0,3
359950.0,3,1.0,1.0,0,450,1
677100.0,3,2.0,1.0,0,0,4
465000.0,3,2.0,1.0,0,0,2
500000.0,3,2.0,1.0,0,1520,3
455000.0,2,1.0,1.0,0,0,2
420000.0,3,2.5,1.0,0,600,3
169575.0,3,1.0,1.0,0,0,2
250000.0,3,1.0,1.0,0,0,2
530000.0,3,2.25,1.0,0,500,2
257500.0,3,1.75,1.0,0,460,2
415000.0,3,1.0,1.0,0,0,3
536000.0,3,1.75,1.5,0,300,2
246500.0,3,1.5,1.0,0,0,2
395000.0,3,1.75,1.0,0,0,3
739000.0,3,2.25,1.0,0,520,3
1272000.0,4,2.75,2.0,0,0,4
190000.0,3,1.0,1.0,0,0,2
305000.0,3,1.5,1.0,0,0,2
925000.0,4,4.25,2.0,0,0,3
895000.0,4,3.0,2.0,0,1140,4
656000.0,3,1.75,1.5,0,0,3
560000.0,4,1.0,1.5,0,400,2
610000.0,5,2.25,2.0,0,0,3
645000.0,4,2.5,2.0,0,0,3
259000.0,3,2.5,2.0,0,0,3
980000.0,4,2.5,2.0,0,0,4
500000.0,4,2.5,1.0,0,620,3
202500.0,3,1.5,1.0,0,400,2
523000.0,4,2.5,2.0,0,0,3
225000.0,3,2.5,2.0,0,0,2
418200.0,3,2.25,1.0,1,1050,2
356500.0,4,1.75,1.0,0,400,2
670000.0,4,3.0,1.5,0,1040,2
456150.0,3,2.25,1.0,0,600,2
471000.0,4,2.5,2.0,0,1010,3
558000.0,3,2.5,3.0,0,0,3
161500.0,3,1.0,1.0,0,0,2
311000.0,3,1.0,1.5,0,0,2
470000.0,6,1.75,1.5,0,0,3
569000.0,3,3.25,1.5,0,450,3
689000.0,4,2.5,2.0,0,0,3
271900.0,3,1.75,1.0,0,660,2
278000.0,4,2.5,2.0,0,0,2
820000.0,2,2.5,2.0,0,770,3
399500.0,3,1.75,1.0,0,0,2
462000.0,3,2.75,2.0,0,0,3
347500.0,3,1.0,1.0,0,280,2
562100.0,2,0.75,1.0,0,240,2
230000.0,2,1.0,1.0,0,0,1
687000.0,4,2.5,2.0,0,0,3
725786.0,4,2.5,2.0,0,0,4
315500.0,3,1.0,1.0,0,0,2
312000.0,4,2.0,1.0,0,0,2
385195.0,1,1.0,1.5,0,0,1
415000.0,4,2.25,1.0,0,510,3
461000.0,3,1.75,2.0,0,1200,1
369990.0,4,2.5,2.0,0,0,2
349950.0,4,2.5,2.0,0,0,2
542500.0,4,2.25,1.0,0,430,3
830000.0,5,3.5,2.0,0,810,3
615000.0,2,1.0,1.0,0,180,3
184500.0,2,1.0,1.0,0,0,1
412000.0,2,1.0,1.0,0,0,2
250000.0,3,1.5,1.5,0,0,2
580000.0,5,2.0,2.0,0,0,2
220000.0,2,1.0,1.0,0,0,1
675000.0,4,2.75,1.0,0,780,3
662700.0,2,1.5,2.0,0,850,2
239950.0,5,1.0,2.0,0,0,1
383000.0,3,1.0,1.0,0,0,2
485000.0,3,2.75,1.0,0,1180,2
610000.0,4,2.75,1.0,0,1020,3
545000.0,6,1.75,1.0,0,690,2
305000.0,3,2.5,2.0,0,0,3
405000.0,3,1.0,1.0,0,430,2
273000.0,3,1.75,2.0,0,0,1
326500.0,3,1.0,2.0,0,0,2
365000.0,3,1.75,1.0,0,500,2
1000750.0,3,2.75,2.0,0,630,4
422500.0,2,1.0,1.0,0,0,2
320000.0,3,1.0,1.0,0,0,2
223000.0,3,1.0,1.0,0,0,2
410000.0,3,2.5,2.0,0,0,2
438000.0,3,1.0,1.5,0,0,1
390000.0,3,3.0,2.0,0,530,2
298500.0,4,2.5,2.0,0,0,2
749999.0,5,2.25,2.0,0,0,4
570000.0,3,2.75,2.0,2,1200,3
385000.0,3,1.0,1.0,0,0,1
283000.0,3,1.0,1.0,0,470,2
699900.0,4,2.25,1.0,0,840,2
278500.0,4,1.0,1.0,0,770,2
535000.0,4,2.75,2.0,0,0,3
234500.0,3,1.75,1.0,0,440,2
374150.0,3,1.75,1.0,0,0,2
397000.0,4,2.5,2.0,0,0,3
595000.0,4,1.75,1.0,0,940,2
340000.0,5,2.75,2.0,0,0,3
388000.0,4,2.5,2.0,0,0,3
404000.0,3,1.75,1.0,0,0,2
405000.0,4,2.5,2.0,0,0,3
726000.0,5,3.0,2.0,0,0,3
266000.0,3,2.5,1.0,0,380,2
352000.0,4,2.5,1.0,0,260,3
265000.0,4,1.5,1.0,0,130,2
866059.0,5,3.5,2.0,0,560,3
410000.0,3,2.5,2.0,0,0,2
370000.0,3,1.75,2.0,0,0,2
230000.0,3,1.0,1.5,0,0,2
400000.0,2,2.0,1.0,0,0,2
172000.0,3,1.0,1.0,0,530,2
860000.0,4,3.5,2.0,0,0,4
579000.0,3,2.5,1.5,0,600,3
385000.0,3,1.75,1.0,0,0,2
420000.0,4,2.25,2.0,0,0,2
549950.0,3,2.5,2.0,0,0,3
678000.0,3,2.75,1.0,1,1130,3
199000.0,4,2.0,2.0,0,0,2
509250.0,3,2.5,1.0,0,650,2
416000.0,3,2.5,2.0,0,0,3
190000.0,3,1.0,1.0,0,0,2
212000.0,3,1.5,1.0,0,0,2
325900.0,3,2.5,2.0,0,0,3
275000.0,3,2.5,2.0,0,0,2
375000.0,4,2.0,1.0,0,750,2
359950.0,3,1.75,1.0,0,530,2
340000.0,4,2.75,2.0,0,0,2
401000.0,2,1.0,1.0,0,0,2
638500.0,4,2.5,2.0,0,0,3
545000.0,2,1.5,2.0,0,450,2
524000.0,4,1.0,1.0,0,720,2
1610000.0,5,3.75,2.0,0,0,4
280000.0,2,1.0,1.0,0,160,1
828000.0,4,2.5,1.0,0,620,3
223000.0,3,1.75,1.0,0,0,2
750000.0,2,2.0,1.0,0,0,2
430000.0,2,1.0,1.0,0,250,2
310000.0,4,2.5,2.0,0,0,3
274900.0,4,2.5,2.0,0,0,2
525000.0,3,3.0,2.0,0,0,3
179500.0,3,1.0,1.0,0,0,2
195000.0,3,1.75,1.0,0,390,2
401000.0,3,2.75,1.0,0,760,2
522000.0,4,2.5,2.0,0,0,3
330000.0,4,1.75,1.0,0,0,2
503000.0,3,2.5,2.0,0,0,3
175000.0,5,1.75,1.0,0,0,2
963990.0,4,3.5,2.0,0,0,3
845000.0,5,2.0,1.0,0,0,3
157500.0,2,1.0,1.0,0,0,1
450000.0,2,3.0,2.0,0,390,2
600000.0,2,1.0,1.0,0,0,2
245000.0,3,1.0,1.0,0,0,1
332000.0,2,1.0,1.0,0,0,1
459950.0,3,2.5,2.0,0,0,2
425000.0,3,2.0,2.0,2,0,3
460000.0,3,2.25,1.0,0,490,3
256000.0,3,2.5,2.0,0,0,2
864000.0,3,2.75,2.0,0,0,4
900000.0,4,3.5,2.0,0,1040,3
145600.0,3,1.0,1.0,0,0,1
865000.0,5,3.0,1.0,0,1070,3
162000.0,4,2.0,1.0,0,0,1
450000.0,4,1.75,1.0,0,550,2
675500.0,4,2.75,1.0,0,600,3
697000.0,3,2.25,1.5,0,780,2
1324050.0,3,3.25,2.0,0,880,3
490000.0,3,1.75,1.0,0,0,3
515000.0,2,1.0,1.0,0,540,2
576000.0,3,1.0,1.0,0,130,2
375000.0,3,1.75,2.0,0,0,2
478000.0,3,1.0,1.0,0,440,2
282000.0,3,1.0,1.0,0,640,2
593500.0,5,3.25,2.0,0,1080,3
724950.0,4,3.5,2.0,0,0,3
306000.0,3,1.75,1.0,0,0,3
341000.0,4,1.75,1.0,0,420,3
399950.0,3,2.5,1.0,0,0,2
534000.0,5,2.0,2.0,0,0,2
635000.0,6,2.5,2.0,0,0,2
799000.0,4,2.5,2.0,0,0,3
423700.0,3,2.5,2.0,0,0,3
1835000.0,4,3.5,2.0,0,0,4
322000.0,3,2.0,1.0,0,600,2
441500.0,3,1.75,1.0,0,0,2
875000.0,4,3.5,2.0,2,0,3
450000.0,2,1.0,1.0,0,0,2
425000.0,3,2.25,1.0,0,530,2
660000.0,4,1.75,2.0,0,0,4
763101.0,3,1.75,1.0,0,890,2
499000.0,4,2.75,2.0,0,0,3
521000.0,3,1.75,1.0,0,370,3
302000.0,2,1.0,1.0,2,0,1
293000.0,4,2.25,2.0,0,0,2
335000.0,3,2.25,2.0,0,0,2
499000.0,2,1.0,2.0,0,0,2
600000.0,3,1.75,1.5,0,260,2
195000.0,2,2.0,2.0,0,0,1
249000.0,3,1.0,1.0,0,0,2
334000.0,3,2.25,2.0,0,0,2
599950.0,4,1.75,1.0,0,1210,3
149900.0,2,1.75,1.0,0,0,3
700000.0,4,1.75,1.0,0,480,2
525000.0,4,1.5,1.0,0,0,1
1049000.0,4,3.75,2.0,0,0,4
402000.0,3,2.5,1.0,0,670,2
450000.0,3,2.0,1.0,0,450,2
520000.0,3,2.25,2.0,0,0,3
205000.0,3,1.75,1.0,0,600,2
635000.0,3,2.25,1.0,0,0,3
406650.0,2,1.0,1.0,0,0,1
350000.0,3,1.75,1.0,0,0,2
425000.0,4,1.75,1.0,0,890,2
798000.0,3,3.5,2.0,0,0,4
180000.0,3,1.0,2.0,0,0,1
1250000.0,5,3.25,2.0,0,0,3
355000.0,3,1.5,1.0,0,0,2
685000.0,5,2.5,2.0,0,0,3
311000.0,3,1.0,1.0,0,0,2
305000.0,4,2.25,1.0,0,0,2
675000.0,3,2.5,1.5,0,700,2
430000.0,3,1.5,1.5,0,0,2
579950.0,3,3.5,2.0,0,240,3
510000.0,3,1.75,1.0,0,0,2
205000.0,2,1.0,1.0,0,0,1
240000.0,3,1.0,1.0,0,0,2
455000.0,3,1.75,1.0,0,0,2
765000.0,4,1.0,1.5,0,700,3
372000.0,4,1.5,1.5,0,0,2
160000.0,3,1.0,1.0,0,0,1
772000.0,4,2.5,2.0,0,0,3
479000.0,3,1.0,1.5,0,0,2
570000.0,3,2.5,2.0,0,0,3
350000.0,4,1.0,1.5,0,0,1
353000.0,3,2.5,3.0,0,0,3
699000.0,5,2.5,2.0,0,0,4
265000.0,3,2.0,2.0,0,0,2
167000.0,1,1.0,1.5,0,0,1
500000.0,4,2.25,1.0,0,690,3
700000.0,3,1.0,2.0,0,0,1
295000.0,1,1.0,1.0,0,0,1
209000.0,2,1.0,1.0,0,0,1
276000.0,3,1.75,1.0,0,800,2
380000.0,4,2.5,2.0,0,0,3
315000.0,3,1.5,1.0,0,600,2
685530.0,4,2.5,2.0,0,0,3
230000.0,3,2.0,1.0,0,720,1
335000.0,3,3.0,3.0,0,0,3
550000.0,4,2.5,1.0,0,710,2
275436.0,4,2.75,1.5,0,0,2
635000.0,4,2.5,2.0,0,0,3
513000.0,3,1.75,1.0,0,600,2
225000.0,3,1.0,1.0,0,0,2
265000.0,3,1.0,1.0,0,340,2
313000.0,4,1.75,1.0,0,700,2
296000.0,2,1.0,1.0,0,0,2
329500.0,3,1.0,1.0,0,0,2
1195000.0,3,2.25,2.0,0,960,4
900000.0,4,2.5,2.0,0,0,4
378000.0,3,1.5,1.0,0,0,2
310000.0,3,1.0,1.0,0,0,2
580000.0,3,1.5,2.0,1,0,2
510000.0,2,1.0,1.0,0,0,1
650000.0,3,1.5,1.0,1,470,2
196000.0,3,1.0,1.0,0,0,2
855000.0,3,2.25,2.0,2,0,4
400000.0,3,1.0,1.0,0,0,2
435000.0,3,2.5,2.0,0,0,3
427000.0,3,2.5,3.0,0,0,2
430000.0,2,1.5,1.5,0,0,2
685000.0,2,1.5,1.5,0,0,2
495000.0,2,1.5,1.0,0,860,2
299950.0,3,2.5,2.0,0,0,2
390000.0,4,1.75,1.5,0,0,2
740000.0,4,2.5,2.0,0,0,3
765000.0,3,2.75,2.5,0,420,3
802000.0,4,2.25,2.0,2,0,3
392000.0,4,2.5,2.0,0,0,2
590000.0,3,2.5,1.0,0,0,3
425000.0,4,2.5,2.0,0,0,2
320000.0,3,1.0,2.0,0,0,1
604000.0,4,1.75,1.0,0,140,3
570000.0,3,2.0,2.0,0,340,3
639000.0,4,2.5,2.0,0,0,3
335000.0,4,2.0,1.0,0,0,2
896000.0,4,1.75,2.0,0,580,3
259500.0,3,1.75,1.0,0,0,2
669500.0,4,2.25,1.5,0,980,2
259000.0,3,1.75,1.0,0,0,2
441000.0,4,1.5,1.0,0,0,2
228800.0,4,2.5,2.0,0,490,2
1325000.0,4,3.25,1.5,0,580,3
210000.0,3,1.0,1.0,0,0,2
200450.0,3,1.0,1.0,0,0,1
219950.0,3,1.5,1.0,0,0,1
659500.0,4,3.0,1.0,0,750,3
746000.0,4,2.75,1.5,0,0,3
485000.0,5,2.0,1.0,0,890,2
202000.0,2,1.0,1.0,0,0,1
409500.0,3,1.0,1.0,0,300,2
367000.0,4,1.0,1.5,0,0,1
550000.0,3,2.5,2.0,0,0,3
273500.0,3,1.5,1.0,0,0,2
505000.0,4,3.0,1.0,0,940,2
770000.0,3,2.5,2.0,0,0,3
565000.0,4,2.25,2.0,0,0,3
160000.0,4,1.0,1.5,0,0,2
170000.0,3,1.0,1.0,0,0,2
235000.0,3,1.0,1.0,0,0,2
1799000.0,4,3.5,2.0,0,0,4
310000.0,3,1.0,1.0,0,0,2
285000.0,4,1.75,1.0,0,1040,2
280000.0,2,1.0,1.0,0,0,1
763776.0,4,2.5,2.0,0,0,3
362000.0,1,1.0,1.5,0,0,2
430000.0,2,1.0,1.0,0,0,1
456500.0,3,1.0,1.5,0,0,2
445000.0,4,2.5,2.0,0,0,2
386900.0,3,1.0,1.0,0,370,2
479000.0,3,1.0,1.0,0,0,2
525000.0,3,2.5,2.0,0,0,3
272000.0,4,1.75,1.0,0,1260,2
517000.0,4,1.0,1.5,0,0,2
439000.0,3,1.75,1.0,0,0,2
716000.0,3,2.5,1.0,0,0,4
308000.0,2,1.0,1.0,2,0,2
800000.0,3,2.25,2.0,0,0,3
575000.0,3,2.0,1.0,0,60,2
219950.0,3,1.5,1.0,0,0,2
770000.0,4,2.5,2.0,0,0,3
424950.0,3,1.75,1.0,0,0,2
387000.0,3,2.25,2.0,0,0,2
156000.0,2,1.0,1.0,0,0,1
580000.0,2,1.0,1.0,0,1220,3
490000.0,4,2.25,2.0,0,0,3
400000.0,2,2.5,2.0,0,320,3
325000.0,2,2.5,2.0,0,0,3
365000.0,4,2.5,2.0,0,0,3
255000.0,3,1.75,1.5,0,0,2
595000.0,4,2.5,1.0,0,930,2
427500.0,3,1.0,1.0,0,0,2
728000.0,3,1.5,1.5,0,630,3
549950.0,2,1.0,1.0,0,260,2
203000.0,3,1.0,1.0,0,0,1
370000.0,4,2.0,1.0,0,0,2
228000.0,2,1.0,1.0,0,0,1
660000.0,3,1.0,1.0,0,0,2
275000.0,4,2.0,2.0,0,0,2
708000.0,2,1.0,1.0,0,170,2
280000.0,3,2.5,2.0,0,0,3
325000.0,4,2.5,2.0,0,0,3
495000.0,3,2.5,2.0,0,0,2
329500.0,3,2.5,1.0,0,760,2
348000.0,3,2.5,2.0,0,0,3
425000.0,2,1.0,1.0,0,0,2
210000.0,3,1.0,1.0,0,0,1
285000.0,2,1.0,1.0,0,500,1
222000.0,3,1.0,1.0,0,0,1
247500.0,3,2.0,1.0,0,0,2
190000.0,3,1.75,1.0,0,0,1
975000.0,4,2.5,1.5,0,1000,3
1130000.0,4,3.0,2.0,0,1110,3
283200.0,4,1.75,1.0,0,700,3
650000.0,3,2.5,1.0,0,660,3
449500.0,3,2.0,1.0,0,810,2
400000.0,3,1.75,1.0,0,0,2
89950.0,1,1.0,1.0,0,0,1
158800.0,3,1.0,1.0,0,0,1
870000.0,4,3.0,2.0,1,720,3
196000.0,3,1.5,1.0,0,0,1
850000.0,3,1.75,1.0,0,1110,3
775000.0,4,2.5,2.0,0,0,3
483500.0,3,2.5,2.0,0,0,3
387000.0,3,1.5,2.0,0,0,2
900000.0,3,3.0,2.0,0,0,4
336000.0,3,1.5,1.0,2,0,2
415000.0,2,1.0,1.0,0,0,1
350000.0,3,1.5,1.0,0,0,1
1320000.0,4,5.25,2.0,0,0,4
527000.0,4,2.5,2.0,0,0,3
775000.0,4,3.25,2.0,0,1600,3
750000.0,4,2.25,1.0,2,800,3
1265000.0,4,2.25,1.0,0,1140,3
250000.0,3,1.0,1.0,0,0,2
759000.0,3,2.75,1.5,2,0,3
640000.0,3,2.0,1.5,0,0,2
990000.0,3,3.25,2.0,0,360,3
395000.0,4,1.75,1.0,0,980,2
275000.0,2,1.5,2.0,0,270,2
390000.0,3,2.5,2.0,0,0,3
752500.0,5,2.75,1.5,0,1010,3
450000.0,2,1.0,1.5,0,0,1
178500.0,3,1.75,1.0,0,0,2
485000.0,3,2.5,1.0,0,0,3
215000.0,3,1.5,1.0,0,630,2
325000.0,4,1.75,1.0,0,0,1
580000.0,3,2.5,2.5,0,0,3
181100.0,4,1.75,1.0,0,0,2
345000.0,3,2.0,1.0,0,600,2
402500.0,4,1.0,1.5,0,0,2
426000.0,3,1.5,1.0,0,300,2
389000.0,3,2.5,2.0,0,0,2
670000.0,6,3.0,2.0,0,1430,3
830000.0,4,3.0,1.0,0,800,3
350500.0,2,1.0,1.0,0,0,2
431000.0,3,1.75,1.0,0,0,2
780000.0,3,1.5,1.0,2,0,3
415000.0,3,1.0,1.0,0,0,2
480000.0,4,1.0,1.0,0,1040,2
452250.0,4,2.25,1.0,0,990,2
316000.0,3,2.5,2.0,0,0,3
285000.0,4,2.0,1.0,1,980,2
575000.0,3,1.75,1.0,0,860,2
590000.0,3,2.25,1.0,2,720,3
587500.0,4,1.75,1.0,2,900,3
364000.0,4,2.25,1.5,0,0,3
490000.0,3,2.5,2.0,0,0,3
410000.0,3,2.25,1.0,0,440,3
520000.0,3,2.5,2.0,0,0,3
389000.0,3,1.0,1.0,0,0,2
450000.0,2,1.0,1.0,0,0,2
325000.0,3,2.5,2.0,0,0,2
660000.0,2,1.0,1.0,0,0,2
850000.0,3,2.25,2.0,0,620,4
285000.0,3,2.5,2.0,0,0,2
395000.0,2,1.0,1.0,0,0,2
440000.0,3,2.0,2.0,0,0,2
249000.0,3,1.75,1.5,0,0,1
515000.0,3,2.5,2.0,0,0,3
1400000.0,3,3.25,2.0,0,0,3
200000.0,2,1.0,1.0,0,0,1
555000.0,3,1.5,1.5,0,100,2
537000.0,4,2.0,1.0,0,860,2
315000.0,3,1.75,1.0,0,0,2
805000.0,5,2.5,2.0,0,0,3
375000.0,2,1.5,2.0,0,0,2
401000.0,4,1.75,1.0,0,1230,3
210000.0,3,1.0,1.0,0,0,2
365000.0,2,1.0,1.0,0,200,2
710000.0,2,1.0,1.0,0,750,2
255000.0,2,1.0,1.0,0,0,1
528000.0,5,2.25,1.0,0,1240,3
442000.0,4,1.5,1.0,0,350,2
375000.0,3,1.75,1.0,0,0,2
637250.0,4,2.5,2.0,0,0,3
427500.0,3,1.75,1.0,0,0,2
700000.0,4,2.5,2.0,0,0,3
393820.0,2,2.0,1.0,0,0,2
525000.0,4,2.75,1.0,0,1120,2
555565.0,3,2.0,1.0,1,0,2
650000.0,3,1.75,1.0,0,420,2
632500.0,5,3.25,2.0,0,740,3
269000.0,3,2.5,2.0,0,0,2
405000.0,4,2.75,1.0,0,970,2
845000.0,3,3.5,2.0,0,0,4
234000.0,3,1.0,1.0,0,0,2
638000.0,4,1.75,1.5,0,0,2
290000.0,3,1.75,1.0,0,650,2
262000.0,1,0.75,1.0,0,0,1
270000.0,4,2.5,2.0,0,0,3
875000.0,4,2.25,2.0,0,140,3
299000.0,3,2.25,2.0,0,0,3
551000.0,3,1.0,1.0,0,0,2
350000.0,3,2.75,2.0,1,710,2
511718.0,2,1.75,1.0,0,850,1
965000.0,4,3.25,2.0,0,1300,3
475000.0,4,2.25,2.0,0,0,2
252000.0,2,1.0,1.0,0,0,1
374950.0,2,2.25,2.0,0,240,3
230000.0,2,1.0,1.0,0,0,1
210000.0,3,2.25,1.0,0,360,2
350000.0,3,2.75,2.0,0,0,2
491500.0,3,2.25,1.0,0,450,2
325000.0,3,2.5,1.0,0,620,2
190000.0,3,2.0,1.0,0,0,2
299950.0,3,1.5,1.0,0,640,2
625000.0,3,1.0,1.0,0,0,1
240000.0,3,1.75,1.0,0,550,2
530000.0,4,2.5,2.0,0,0,3
439000.0,1,1.0,1.0,0,0,2
575000.0,4,1.75,1.0,0,1010,1
418000.0,3,1.75,1.0,0,0,2
1208000.0,4,3.75,2.0,0,310,3
1900000.0,3,3.75,2.0,0,0,4
580000.0,3,2.5,2.0,0,0,3
380000.0,2,1.0,1.0,0,200,2
256000.0,3,1.0,1.0,0,0,1
349950.0,3,1.0,1.0,0,0,3
691500.0,4,2.5,2.0,0,0,2
218000.0,3,2.25,1.0,0,330,3
425000.0,4,2.0,1.5,0,0,2
935000.0,3,3.25,2.0,0,0,4
732000.0,4,1.75,1.0,0,0,3
805500.0,3,1.0,1.0,0,0,2
800000.0,4,2.5,2.0,0,0,4
600000.0,3,2.25,2.0,1,0,3
627800.0,4,1.75,1.0,0,0,3
456500.0,3,2.25,1.0,0,630,2
1306000.0,5,2.5,2.0,0,0,3
843500.0,3,2.5,2.0,0,0,4
625000.0,3,1.0,1.0,0,0,2
527000.0,2,1.75,1.0,0,800,2
855000.0,4,3.0,2.0,0,830,3
315000.0,1,1.0,1.0,0,0,1
180000.0,3,1.75,1.0,0,0,2
193000.0,3,1.5,1.0,0,0,2
295000.0,4,2.5,2.0,0,0,2
363000.0,2,1.0,1.0,0,0,1
